id,text
1061,Šta se zajedno sa klasom i rasom smatra suštinskom kategorijom istorijske analize?
1062,Koja dva nivoa uključuju kursevi imunologije AAI?
1063,Koji sistem je koristio isprepletano skeniranje da ispravi problem treperenja sa 240 linija?
1064,Šta istraga i posvećenost u velikoj meri određuju u paradigmi statusa neo-eriksonskog identiteta?
1065,Kojem dijalektu je sličan Romanški jezik?
1066,Kada je Pjer Jake Droz napravio mehaničku lutku koja je mogla da drži olovku?
1067,Ko je izvršni direktor Arsenala?
1068,Kako se zove špijun i heroj iz knjiga Ijana Fleminga?
1069,Šta se takođe vari u tankom crevu?
1070,Koji deo su Mocart i Betoven često improvizovali?
1071,Šta su studije koje su istraživale efikasnost hipnoze propustile da uključe?
1072,Šta sportisti izvode na prevrtanju?
1073,Koliko je robova bilo isporučeno brodovima iz Afrike u Brazil između 1500. godine i 1850. godine?
1074,"Na opštim izborima 1945. godine, Tajms je zauzeo stav koji je bio poznat pod kojim imenom?"
1075,U kojoj zemlji je počela evropska renesansa?
1076,Kada je Javna bezbednost Kanade sklopila partnerstvo sa Stop. Tink. Konekt?
1077,Kada su objavljeni detalji o test verziji ažurirane mašine za pretragu prošlih verzija?
1078,Koji su neki od skupova ili ideala koje većina školskih sistema prati?
1079,Na osnovu čega Premijer liga prodaje svoja televizijska prava?
1080,Šta je Ruska revolucija?
1081,U kojoj zemlji je Premijer liga najrasprostranjeniji televizijski sportski prenos?
1082,Koja je bila početna jednolična boja šorceva i čarapa?
1083,Koje nacionalnosti je bio bend Nazaret?
1084,Ko je tvrdio da su emocije diskretne?
1085,U kom dobu su kompozitori  odbacili tradicije  perioda zajedničke prakse ?
1086,Koji prirodni postupak pravljenja piva karbonizuje pivo?
1087,Kada je Majkrosoft objavio Internet eksplorer?
1088,Kada je došlo do pada  komunizma  u zemljama saveznicima Sovjetskog Saveza?
1089,U kom veku je Darvin pisao?
1090,U šta su pretvorene gimnazije koje nisu bile zatvorene?
1091,Koja je svrha davaoca digitalnog sandučeta?
1092,Zašto je Madrid ustupio teritoriju Sjedinjenim Državama?
1093,Kog benda je bio singl „Oblici stvari” iz 1966. godine?
1094,Koja grana antropologije se bavi bezbednošću hrane?
1095,Šta nadređena veza DIU-e obezbeđuje za DIU-e?
1096,Gde su se nastanili polapski Sloveni (Vendi)?
1097,"Koja je grupa, podržana od strane Rusije, ušla je u Baltu 1768. godine?"
1098,Proučavanje strukture slogova je deo koje discipline?
1099,Kroz koga su narodne mase imale pristup božanskom?
1100,Visceralni bol je kategorija kog bola?
1101,"Koji filmski festival podržava Tajms, a koji je takođe podržan zajedno sa Britanskim filmskim institutom?"
1102,Šta su Britanci iz 19. veka želeli da Indija bude što je pre moguće?
1103,Koji deo prihoda od reklame ide onome ko je objavio Jutjub video snimak ako je u partnerskom programu?
1104,Kako se zvala Titova austrijska drugarica koju je upoznao u Moskvi 1936. godine?
1105,"Šta je karakteristika ""sweatshops"" osim nedostatka beneficija i predstavnika radnika?"
1106,Šta je Jutjub pokrenuo u januaru 2009. godine?
1107,Kako se zove turistički časopis koji prodaje Tajms?
1108,Kako se prvobitno zvala prva politehnika u Britaniji?
1109,Čime se još klinička imunologija bavi?
1110,Na koji aspekt sporta može uticati medicinsko osoblje?
1111,U kom gradu se nalazi najstarija poznata pivara na svetu koja je još uvek aktivna?
1112,Na kom jeziku se u Indiji objavljuju mnoge periodične publikacije?
1113,Koliko prihoda je pivo donelo 2006. godine?
1114,Gde je održana konferencija o bezbednosti RSA?
1115,O čemu se brine NCSO?
1116,U kojim takmičenjima komisija za klupska takmičenja ima pravo glasa?
1117,Gde se može naći formacija krede Niobrara?
1118,Kako se antrozoologija takođe naziva?
1119,"Iz kojih populacija se, tokom talasa migracije, prema izjavi Maljarčuka, „mongoloidna komponenta” povećala kod ostalih Slovena?"
1120,Šta su aerodromi koristili da bi dozvolili letenje noću i sletanje težih aviona?
1121,Ko je proučavao cikluse besa i sramote u bračnim parovima?
1122,Koje nacionalnosti je bio inženjer Konrad Zuse?
1123,Koji je primer političkog konteksta u kojem se termin bosanski/hrvatski/srpski koristi za opisivanje jezika?
1124,Koja grana antropologije pokušava da objasni ljudsko ekonomsko ponašanje?
1125,Kada je izašao album „Get a grip“ Aerosmita?
1126,Kada su se prvi put pojavili indeksi o korupciji?
1127,Koje su dve stvari koje računar uvek ima?
1128,Od kraja kog veka je reč „računar” poprimila svoje danas dobro poznato značenje?
1129,Šta ublažava prihvatanje drugih kultura na njihovim uslovima?
1130,Pre koliko vremena se prvi put pojavio moderan čovek?
1131,Kada su uklonjena preostala ograničenja na internetu?
1132,Kako su takođe bili poznati nemuslimani u islamskoj Osmanskoj državi?
1133,Ko je bio označavan kao „crni ljudi”?
1134,Koja vrsta poezije je inspirisala osmansku divansku poeziju?
1135,Kako je Darvin došao do svojih zaključaka?
1136,Koja životinja je nenamerno zauzela američke vodene puteve?
1137,Ko je Džon Panč?
1138,Koliko vremena treba da prođe avionu da bude van aerodroma i u vazduhu?
1139,Iz kog jezika potiču mnogi italijanski dijalekti?
1140,Na koji datum je vojska pod Vladislavom trećim poražena od Murata drugog?
1141,Tkanine otporne na mrlje su premazane hemikalijama da bi se smanjilo šta?
1142,Gde Arsenal stavljaju ukupne Lige šampiona u poređenju sa drugim engleskim timovima?
1143,Sa kojom godinom se većina naučnika slaže da je završeno ujedinjenje Italije?
1144,Kada je sastavljena privremena vlada Demokratske Federativne Jugoslavije?
1145,Jermenske žene i deca su deportovani na marševima smrti kroz koju pustinju?
1146,U kojoj deceniji je termin biološka raznolikost postao uobičajen u nauci i ekonomiji?
1147,Gde se arheologija smatra granom antropologije?
1148,Koji jezici su priznati kao indoevropski?
1149,Šta je glavni sastojk piva?
1150,Kada je bio Berdov sistem ukinut?
1151,"Ko je izjavio da se sajtovi koji nisu na Otvorenom direktorijumu još uvek čuvaju, ali da neće biti objavljeni dok Arhiva ne bude ponovo indeksirana?"
1152,Koju vrstu antropologije interesuje struktura političkih sistema?
1153,Za osnivanje čega je odgovoran Čarls.V. Alkok?
1154,Šta će orkestri koristiti da bi povećali svoje redovne sastave?
1155,Najveći deo imunološkog posla je šta?
1156,Pored čega je postojao sanskrit?
1157,Zbog čega je Ben Frenklin bio onemogućen?
1158,Kako je takođe bio poznat 19. vek?
1159,"Koji je još jedan termin koji se koristi za jezik bez određivanja njegovog nezavisnog statusa, uz raznolikost i mlitavost?"
1160,Šta su endosimbionti bakterije?
1161,Šta bi naučnici želeli da termin „negro” uključi?
1162,"Osim Gajevog latinskog pisma, na kom se još pismu može pisati srpskohrvatski?"
1163,Koji kompozitor je imao efekat nazvan po njemu?
1164,Koji je tipičan limit registara za CPJ-u?
1165,U kom veku su Osmanlije počeli da žele strane rukopise?
1166,Gde se završavala godišnja štafetna trka  „Bratstvo i Jedinstvo”?
1167,Gde se često iz Afrike premeštaju finansije?
1168,Šta su poboljšanja povećala u kvalitetu života?
1169,Kako se zove proučavanje ljudske komunikacije?
1170,Koji je tip teksta Samaveda?
1171,Za šta se smatraju analogni kasetofoni na sekundarnom tržištu?
1172,Koji konkvistador je stigao na Floridu 1539. godine?
1173,Koji jezik je potomak sanskrita?
1174,Gde se nalaze Šokci?
1175,"Koja zemlja ima Institute za tehnologiju/Politehničke institute na kojima studenti mogu steći sertifikate, diplome i akademske diplome?"
1176,"Protiv čega se osim, protiv fistule u akušerstvu, UNFPA bori?"
1177,Za koju godinu je Gabrijel procenio da će 30% svih vrsta izumreti?
1178,U kojoj  epohi je nastala upotreba prvih bas instrumenata?
1179,Koja je bila profesija Le Korbuzijea?
1180,Koliko CPJ obično poseduju superračunari?
1181,Šta ublažava klimu Floride?
1182,"Koja se mreža koristi za kontakt sa osobama za pomoć i službama pomoći u hitnim slučajevima, kao i za dobijanje informacija o navigaciji i zabavi?"
1183,Koji tip „proizvoda” je BIOS ROM u PC-u?
1184,Koji proces tokom periode trijasa prikriva informacije o okeanu  od ispitivanja?
1185,Instrumenti koji se trenutno koristi u većini klasične muzike izumljeni su  pre koga perioda?
1186,"Prema Poloku, kako se samo sanskrit koristi?"
1187,Koja pesma je bila hit na Stepenvulfovom istoimenom debi albumu?
1188,Šta je ASI?
1189,Koji je postupak tokom pravljenja piva u kojem se šećer metaboliše u alkohol?
1190,Koje nacionalnosti je bio Brozov otac?
1191,Ko je Džim Volter?
1192,Koja vrsta skroba se koristi za pravljenje piva Ošikundu?
1193,Koju stranu je Tajms podržao u sukobima koji su izbili u Atini 1944. godine?
1194,"Tradicionalno, koji politički spektar je Tajms podržavao?"
1195,Kako se zove to kada grupe koje su suprotstavljene jedna prema drugoj formiraju koaliciju za skrivenu korist?
1196,Koje dve vrste naoružanja je osmanljska vojska među prvima upotrebila?
1197,Šta je Jutjub saopštio u februaru 2015. godine?
1198,Tokom koje epohe su se formirale  planine u zapadnom delu Severne Amerike?
1199,Koje vreme ukazuje da radnja nije završena?
1200,Gde se mogu naći ljudi koji govore katalonski jezik?
1201,Koju vrstu ekonomije je trebalo da podrži tehničko obrazovanje u Venecueli?
1202,Koji je bio međunarodni hit benda Jurop?
1203,Šta se desilo sa obrazovanjem tokom ranog srednjeg veka?
1204,Koji je električno-izoalcioni materijal koji pokriva A-delta vlakna?
1205,Koji poznati tim je Arsenal pobedio za Liga kup 2007. godine?
1206,Koliki je bio propusni opseg AT&T Pikčfon-a?
1207,Ko je napravio malu eksperimentalnu mašinu malih razmera iz Mančestera?
1208,Koja je veličina svakog kadra 1920x1080p25?
1209,Šta je osnovano nakon pada Minga?
1210,Koji su tri nova pokreta koji se usredsređuju na održivost?
1211,Od koje godine Tajms i Sandej Tajms imaju prisustvo na internetu?
1212,Ko je tvrdio da je staroistočnoslovenska Slavuta za reku Dnjepar potekla od slova?
1213,Ko je osnovao prvu fudbalsku ligu na svetu?
1214,Na šta se odnosi pojam „darijas”?
1215,Koji tip  instrumenta je serpent?
1216,Od kog drugog kontinenta se oslobodila Južna Amerika u oligocenu?
1217,Čega višestruko imaju višeprocesorni i višejezgreni računari?
1218,Koje je poreklo Osmanovog imena?
1219,Kada se desilo zauzimanje Mandžurije?
1220,Koja je procenjena varijacija sadašnjeg globalnog makroskopske raznolikosti vrsta?
1221,Ko je osnovao Valvort školu?
1222,Kada je Alan Tjuring napisao svoj rad o osnovi računara sa uskladišenim programom?
1223,Šta drugima takođe izaziva mito kada se koristi osim za dobijanje novca?
1224,Kakvu je naslovnu stranu objavio Tajms 26. jula 2012.?
1225,Koji tim je pobedio Arsenal da bi osvojio UEFA Ligu šampiona 2006. godine?
1226,U šta fotosinteza pretvara energiju sunčeve svetlosti?
1227,"Šta, prema Ruskinu, gledanje arhitekture treba da doprinese gledaocu?"
1228,Dr Babatunde Osotimehin je iz koje zemlje?
1229,Koji organ luči himotripsin?
1230,Koje Mocartovo delo  se koristi kao kliše da bi se prikazala prefinjenost?
1231,Kada se dogodio Turski rat za nezavisnost?
1232,Šta se može desiti sa nepovređenim delovima tela ako postoji dugotrajni i kontinuirani bol?
1233,U kojoj periodi su se spojile Severna i Južna Amerika?
1234,Tokom kojeg perioda je UNFPA pomogla Peruu u programu reproduktivnog zdravlja?
1235,Gde su još postojala slovenska naselja?
1236,Koliki je procenat belaca bio na Floridi koji nije Hispanac 1970. godine?
1237,Koje godine je počeo da izlazi Ajriš tajms?
1238,Mnogi naučnici mešaju identitet kao kategoriju prakse sa kojom drugom kategorijom?
1239,Ko je bio prvi klub koji je osvojio FA kup kao deo duple Lige i Kupa?
1240,Koji elementi mogu da se prenesu u biljne ćelije?
1241,Kada je prvi put upotrebljen termin srpskohrvatski?
1242,Kako je bila označena Druga industrijska revolucija?
1243,Na šta su se sorte sa visokim prinosom postale otporne?
1244,Koji oblik obrazovanja će očekivano biti  dominantan u narednim godinama?
1245,"Pre uvođenja reči emocija, koja je reč bila upotrebljava umesto nje?"
1246,Po kojim preživelim strukturama su često identifikovane istorijske civilizacije?
1247,Kakve su tipove detalja modernisti želeli u svojim zgradama?
1248,Kako se naziva prenos odupiranjem samo uz pomoć ramena?
1249,Fizičke i ponašajne reakcije životinja mogu ukazivati na prisustvo čega?
1250,"Simfonijski orkestar uključuje članove gudačkih, drvenih, udaraljke i koje druge porodice instrumenata?"
1251,Kako se obično naziva završni stav klasičnog dela?
1252,Koje godine je profesionalnim igračima bilo dozvoljeno da igraju na Letnjim olimpijskim igrama?
1253,Gde se korupcija najuočljivija?
1254,Pod kojim imenom je Tajms bio poznat pre nego što je postao Tajms?
1255,Koji je smisao peglanja odeće?
1256,Ko je bio jedino preživelo Titovo dete?
1257,Koje je prve godine Oval bio domaćin FA kupa?
1258,Koliko primeraka je prodato istoimenog albuma grupe Vajsnejk 1987. godine?
1259,Koliko kičmenika ima brazilska atlantska šuma?
1260,Koliko Tehničkih univerziteta danas postoji u Holandiji?
1261,Deo čega su bila plemena koja su govorila slovenskim jezikom pre nego što su postala poznata rimskom svetu?
1262,Kada su se tropske šume urušile u karbonu?
1263,"Sa kim antropolozi rade, zajedno sa drugim društvenim naučnicima?"
1264,Koja vrsta jezika je bio donjonemački u srednjem veku?
1265,Šta znači AGG?
1266,Kada je Kosemova ubijena?
1267,Koja grana antropologije se bavi dugoročnim razvojem ljudskog organizma?
1268,Koji je bio partnerski producent videa sa najvišim zarađivanjem na Jutjub-u?
1269,Koji entitet čini formulu za definisanje HDI dobro poznatom?
1270,Gde je Tito primljen 7. januara i ponovo 11. januara 1980. godine sa problemima  sa cirkulacijom?
1271,Kako se zove medijski magnat koji je kupio Tajms 1980-ih?
1272,Koji period je obuhvatao indeks statističkog ažuriranja objavljen u decembru 2008. godine?
1273,Šta je Fridrih Niče smatrao humanizmom?
1274,U kojoj zemlji je Ulcinj?
1275,Ko je stvorio jednostavnu verziju računarske jedinice analitičke mašine?
1276,Kako je takođe poznat 21. vek?
1277,Šta je program Perua primoravao?
1278,"Šta sadrži pivo koje je odležalo u bačvi, a većina nema šanse da ima?"
1279,"Zajedno sa gnevom, gađenjem, srećom, tugom i strahom, koja je jedna od osnovnih Ekmanovih emocija?"
1280,19. vek označava temelje čega?
1281,Koja organizacija objavljuje HDI?
1282,Na kom nivou vlasti je korupcija posebno rasprostranjena u zemljama podsaharske Afrike?
1283,Sa kim su Južni Sloveni i germanski Gepidi stupali u brak na zapadnom Balkanu?
1284,Šta se koristi za postavljanje Jutjub videa veb stranicu?
1285,Kada je u Gibraltaru otvorena prva sveobuhvatna škola?
1286,Koji je organizam dao neke informacije o vremenskoj liniji odeće?
1287,U kojoj opsadi je bio zaustavljen Sulejman Veličanstveni kada je napao Beč 1532. godine?
1288,Koji sporazum obavezuje zemlje da razviju resurse za održivost?
1289,Sa kojim drugim kontinentom je bila povezana Australija na početku eocena?
1290,Gde antropolog može posmatrati učesnike istraživanja?
1291,Tokom kojih godina se dogodila Srpska revolucija?
1292,"Osim Jedrene, Istanbula i Egipta, na kojim drugim lokacijama se može pronaći uticaj osmanskog klasičnog perioda?"
1293,Šta se pojavilo među Slovenima kada su završeni migracioni pokreti?
1294,U razvoju kojih interdisciplinarnih oblasti je antropologija bila ključna?
1295,Ko je stvorio tip prepoznavanja?
1296,Kada se pojavila viola?
1297,Šta „Pokretači promena” preskaču?
1298,Da li je žena ikada emitovala utakmicu?
1299,Koji jezik se koristi na Kosovu i u Albaniji?
1300,Koji je bio prvi računar sa uskladištenim programom na svetu?
1301,Šta se sudski arheolog podstiče da uradi u prisustvu zakopanih žrtava?
1302,Koje godine je održan sastanak Odbora za komunikaciju Doma lordova koji je istraživao vlasništvo nad medijima i vestima?
1303,"Kome se pripisuje ""standardni komplement""?"
1304,"Da bi bila istinska arhitektura, po Ruskinovom mišljenju, šta treba da se uradi sa strukturom?"
1305,Koji indonežanski vođa je zajedno sa Titom osnovao Pokret nesvrstanih?
1306,Koja plemena su srušila Zapadno rimsko carstvo?
1307,Kakav tip socijalnog ponašanja mogu ispoljavati pacijenti koji osećaju bol?
1308,Saobraćajni obrasci su obično upravljanja avionom na kojoj visini iznad nivoa zemlje?
1309,Koji je drugi termin za fonološki sistem?
1310,Kako se zvao rat koji su izgubile države Marata 1818. godine?
1311,Koji stil obuhvata klasična muzika 20. veka ?
1312,Kakav tip osobe će verovatno zameniti rajsferšlus i dugme?
1313,Kako se zove kada je korupcija deo celog javnog života?
1314,Kako se zove biloška interakcija u kojoj se predator hrani svojim plenom ?
1315,Koga su Španci odveli iz Floride na Kubu?
1316,Koji bivši igrač Arsenala je postao trener 1986. godine?
1317,Kako se naziva knjiga iz 1991. godine koju su napisali Pol Dejvis i Džon Gribin?
1318,Zašto je definisanje bola bilo izazov?
1319,Za šta je muzička notacija efikasna?
1320,Veruje se da bi veoma topla Zemlja dovela do veće prerade čega?
1321,Kako se zove to što radi čitanje i tumačenje iz kontrolne jedinice?
1322,Gde su robovi bili isporučeni iz Zapadne Afrike?
1323,Koji je drugi naziv korišćen za visoko obrazovanje?
1324,Koja je ideja da je identitet napravljen od komponenti koje identifikuju pojedinci?
1325,Grad Podgorica je glavni grad čega?
1326,Ko smatra životinjsko krzno okrutnim i nepotrebnim?
1327,Kada je ruska kavkaska vojska napredovala u istočnu Anadoliju?
1328,Ko je napisao pesmu De Rerum Natura?
1329,Prema kojoj teoriji je Ajnštajn imao rezerve?
1330,Kada je Hrom postao više korišćen od svih verzija Internet eksplorera?
1331,Koja vrsta antropologije se koristi za rešavanje specifičnih problema?
1332,"Koji novi dodatak je urađen 1949.godine
da bi se poboljšao novi klupski grb Arsenala?"
1333,Šta znači skraćenica DTG?
1334,Neki autori menjaju terminologiju da bi period zajedničke prakse nazvali kako?
1335,Kako se zove teorija koju je Plučik stvorio?
1336,Šta se dešavalo sa Pangeom u kasnom trijasu?
1337,Kada su se spojile Istočna i Zapadna Florida?
1338,Koja organizacija je postala autoritet u testiranju i proučavanju međunarodne VDTV-e tehnologije?
1339,Koji je najčešći razlog zbog koga ljudi idu kod doktora u zemljama prvog sveta?
1340,"1914. godine, posebno plaćeni dodatak časopisa Tajms bio je  časopis koji je sadržao kakvu vrstu sadržaja?"
1341,Zašto su se Sjedinjene Države formirale od nezavisnih država?
1342,Koju antisemitsku izmišljenu stvar je Tajms podržao 1920. godine?
1343,Šta uključuje termin „pardo”?
1344,Koja su dva grada imala velike koristi od aktivnosti krstaša?
1345,"Pod šta su svrstani performansi, umetnost i proizvodnja masovnih medija?"
1346,Koja je troslovna skraćenica za institut univerziteta tehnologije?
1347,Šta antropologija kiborga proučava o čovečanstvu i tehnološkom sistemu koji su ljudi izgradili?
1348,Koje su neke usluge koje pruža DIU?
1349,Koji deo Francuske se smatra delom Sredozemne Evrope?
1350,U kojim prostorima se dešavalo odstranjivanje političkih protivnika „Titoista”?
1351,"Ko tvrdi da je reč ""slava"" nekada imala značenje obožavaoca?"
1352,Ko je osnovao rana naselja na Floridi?
1353,Na kom rangu vrednosti u Premijer ligi je Arsenal?
1354,"Ko je takođe, zajedno sa Danom, preporučio druge nastave?"
1355,Koje godine je osnovan carski univerzitet Tiencin u Kini?
1356,Šta je ono što vodi do gubitka biodiverziteta u nekim zemljama?
1357,U kojoj godini je Arsenal prvi put postavio grb za tim?
1358,S čim se preklapaju oblasti antrozoologije?
1359,Koji eon je došao pre proterozoika?
1360,Kako se zvao album Van Hejlena iz 1986. godine?
1361,Koja šema transliteracije se često  koristi na internetu?
1362,Ko je bio dugogodišnji predsednik FA kupa?
1363,Šta je u prošlosti bilo pravilo za obrazovanje za osobe sa invaliditetom?
1364,Kakav je oblik poprimila korupcija u Africi?
1365,Kakva vrsta bolesti je sida?
1366,Ko je bio glavni urednik Tajmsa 1914. godine?
1367,Tokom kojih godina je bio Krimski rat?
1368,Šta digitalni fizičari smatraju da je važnije od materije?
1369,Koja je skraćenica za Tehnički univerzitet?
1370,Odeća koja je previše providna nudi manju šta?
1371,Koju stranicu svojih novina je Tajms preradio 6. juna 2005.?
1372,Kada se održao prvi turnir FA kupa?
1373,Gde MCU može biti ugradjen?
1374,Za šta je perm primer?
1375,Koje godine je umro lord Kinaird?
1376,Šta mnogo planiranog razvoja očigledno čini?
1377,Vokalna muzika u renesansi je poznata po sve složenijem čemu?
1378,Koliko dugo traje postupak gnječenja u procesu pravljenja piva?
1379,Ko je razvio osnovu za apštant i ausbau jezike?
1380,Od kada su CPJ-e konstruisane sa mikroprocesorom?
1381,S kojim etničkim imenima se povezuje srpskohrvatski?
1382,Tokom kog perioda je istaknut značaj  postojanja italijanskog nacionalnog jezika?
1383,Kako se nazivaju uređaji koji daju ulaz ili izlaz računaru?
1384,Mnogi ljudi i dalje nose odeću kakvog oblika?
1385,Ko je dao informaciju o tome kako su crnci bili svrstani na Arapskom poluostrvu?
1386,Kada je objavljena Hornbijeva knjiga?
1387,Šta je omogućilo da se arhitektura dizajnira novim sredstvima i metodama?
1388,Koje su međućelijske veze jedinstvene za životinjske ćelije?
1389,"Šta uzrokuje namerno, dovoljno uzastopno unošenje pogrešne lozinke?"
1390,Koakvu fonologiju imaju južnoslovenski jezici?
1391,U kojim se okolnostima diskutuju implikacije identiteta i konstrukcije identiteta?
1392,Koja velika politička ličnost je osudila Tajms 1944. godine zbog toga što nije podržao britansku vojsku?
1393,Koje vrste takmičenja održava Sveindijski festival sanskrita?
1394,Koji termin u visokom obrazovanju se odnosi na tehničke univerzitete koji dodeljuju diplome inženjera?
1395,Koja disciplina proučava kakvu ulogu emocije igraju u kulturi?
1396,"Kada je napisano delo ""Umetnost kao kulturni sistem""?"
1397,O kakvoj vrsti ujedinjenja u govornim zajednicama su raspravljale osnove apštant i ausbau?
1398,Kako su se zvale dve britanske kolonije na Floridi?
1399,Čime se programski jezici pretvaraju u mašinski kod?
1400,Koje zemlje su bile uključene u Francusko-pruski rat?
1401,Šta se obično izostavlja za komercijalno imenovanje VDTV proizvoda?
1402,Na koji način Arsenal posluje kao kompanija?
1403,Kog datuma je objavljen izveštaj o ljudskom razvoju za 2009. godinu?
1404,"Koje su druge dve komponente računara, osim ALJ, ulaznih i izlaznih uređaja?"
1405,Tokom kojih godina je bila perioda jure?
1406,Koji je bio poslednji album Van Hejlena sa Semijem Hagarom?
1407,Šta je bila posledica pada nivoa mora sredinom periode karbona?
1408,Kako se muzika prenosila pre izuma muzičke notacije?
1409,Kako se zove korporacija koja je kupila Tajms 1967. godine?
1410,"Šta su američke kablovske kompanije morale da obezbede korisnicima koji iznajmljuju VD set-top uređaje, pre 2004. godine?"
1411,Koji su neki faktori u porodičnoj komunikaciji koji bi mogli da utiču na komunikaciju među članovima porodice?
1412,Kada se završio romantični period ?
1413,Kako još se nazivaju Pomori?
1414,Tokom kojih godina se odvijala epoha eocena?
1415,Koja organizacija je bila formirana od članova čiji je glavni cilj bio ukidanje ropstva?
1416,Koliko je vremena bilopotrebno da se sadržaj sa Jutjub-a prebaci na standard Epl-a?
1417,Koji tip školskog sistema koristi akademske uspehe kao osnovu za prijem učenika?
1418,Kako se naziva oružani sukob od 1775. godine do 1783. godine?
1419,Koja organizacija pokušava da oživi sanskrit?
1420,Koji privremeni trener je kasnije bio unapređen u stalnog trenera u Totenhem hotspuru?
1421,"Na sajtu thesundaytimes.co.uk, se nalaz koji saržaj?"
1422,Šta je glavna prepreka za video-konferencije između nekih zajednica?
1423,"Šta bi moglo biti izazvano kod čoveka sa 0,80% sadržaja alkohola u krvi?"
1424,Šta je Brams ponekad koristio u svojoj  Akademskoj festivalskoj uvertiri?
1425,Za koju upotrebu političar koristi vladine resurse kao jedan oblik političke pronevere?
1426,Prefiks news: se prosleđuje korisnikovom čemu?
1427,Koja politička stranka ima najviše čitalaca Tajmsa?
1428,Koja skraćenica opisuje Upravu državne bezbednosti?
1429,Kada je Kristofer Kolumbo plovio na Bahame?
1430,Kolika je bila vrednost akcije Arsenala 10. marta 2016. godine?
1431,Šta je ljudski univerzalni fenomen?
1432,"Koliko je ljudi širom sveta, prema podacima iz 2011. godine, i dalje uskraćeno za pristup jeftinim lekovima za jak bol?"
1433,Kako se zovu organizmi koji vare hranu u unutrašnjoj komori?
1434,Koliko je simfonijska instrumentacija ostala verna Betovenu nakon njegove smrti?
1435,Čime je zastupljena snaga britanskog carstva?
1436,Šta je FKK usvojio za internet?
1437,Koje su melodijske jedinice koje koristi osmanska klasična muzika?
1438,Za šta su sposobna dva bezbednosna modela LKP i sigurnost zasnovana na sposobnostima?
1439,Šta bi se moglo desiti u restriktivnom stanju čak i ako imate pristup samom sajtu Jutjuba?
1440,Između koje dve nacije je potpisan Pirenejski sporazum?
1441,Ko je definisao Aksijalno doba?
1442,Koje druge organizme takođe uključuju opistokonti?
1443,Za šta su specifikovana neka vlakna kičmenog stuba?
1444,Šta bi iskusan krojač ili krojačica vešto mogao učiniti gotovo nevidljivim?
1445,Šta bakterije koriste kao izvore ugljenika i energije?
1446,Koji je još jezik dodat kao zvanični jezik nakon raspada Jugoslavije?
1447,U kojoj sudskoj nadležnosti je suđeno u slučaju Netbjula protiv Kordijenta?
1448,Koje godine je sultan Selim prvi naredio masakr 40.000 ljudi koje je smatrao jereticima?
1449,Koji kontinent je nastao susretanjem Laurencije i Baltike?
1450,"Kada su osnovane nezavisne države kao što su Čehoslovačka, Druga poljska republika i država Slovenaca, Hrvata i Srba?"
1451,Koja su dva primera glam metal bendova?
1452,Koliko je VD kanala sadržao Frivju VD servis od decembra 2013. godine?
1453,Kada je Jutjub Red prvobitno najavljen?
1454,Koja religijska zajednica se snažno protivila ideji neoplatonizma?
1455,Za šta je potrebno znatno više istraživanja kako bi se utvrdilo kod različitih stanja hroničnog bola?
1456,Šta se definiše kao način filtriranja mrežnih podataka između računara domaćina ili mreže i druge mreže?
1457,"Kako se naziva još jedan oblik korupcije, praksa zelenaštva?"
1458,Šta zdravstveni radnici često potcenjuju?
1459,U kom gradu se nalazio tim za pisanje pesama za Frozen?
1460,Kako su kolektivno poznati delovi računara koji nisu materijalni objekti?
1461,Koji je procenat sanskritskih reči za koje se misli da su u savremenim indoarijskim jezicima?
1462,Kada je Tito stvorio Drugu proletarsku brigadu?
1463,Koje starosne grupe obuhvata finska sveobuhvatna škola?
1464,U kom vremenskom periodu je bio eon Arhaik?
1465,Šta postaje međunarodno političko pitanje?
1466,Ko su bili istaknuti kritičari teorije optimalnosti?
1467,Šta radi DIU?
1468,Koje su najbliži poznati živi srodnici životinja?
1469,Kada je Arsenal FC napustio stadion Hajberi?
1470,Koja religija je dovela do arhitektonskih promena u mnogim azijskim zemljama?
1471,Kako se naziva teorija koja se bavi prenosom sanskrita u Indiju?
1472,Kako je danas poznata univerzalna mašina?
1473,Odakle potiču  mnoge pozajmljenice u tradicionalnom malajskom jeziku?
1474,Čega su primer uređaji za praćenje aktivnosti?
1475,Koja je najnovija godina koja je obuhvaćena Izveštajem o ljudskom razvoju za 2007/2008. godinu?
1476,Koji planinski lanac se izdigao u kredi kao rezultat oregeneze Laramida?
1477,Iz kog razloga je strani dopisnik Tajmsa dao ostavku 1988.godine?
1478,Koji je drugi faktor koji utiče na imunološki odgovor kod beba?
1479,Kolika je potencijalna televizijska publika Premier lige?
1480,Koje vrste kompanija mogu da se bave samo sa nekoliko vrsta komunikacija?
1481,"U kojim drugim uslovima mogu postojati univerzalni fonološki procesi, osim što su aktivni?"
1482,Srbi u Hrvatskoj su uglavnom potomci kog?
1483,Ko je stvorio Safari?
1484,"Prema konstruktivistima, šta je primer naučene meta-emocije?"
1485,Šta funkcioniše kao ekvivalent dokumentu Nacionalne strategije i akcionom planu za kritičnu infrastrukturu?
1486,Šta je bitka kod Port Artura uspostavila?
1487,Šta su „burne dvadesete”?
1488,Čime mogu manipulisati korupirani ljudi da bi dobili više pomoći?
