id,title,text
256,Emocija,"Devedesetih godina prošlog veka sociolozi su se fokusirali na različite aspekte specifičnih emocija i kako su ove emocije društveno relevantne. Za Kulija (1992), ponos i sram su bili najvažniji emocije koje podstiču ljude da preduzmu različite društvene akcije. Tokom svakog susreta, predlagao je da same sebe posmatramo kroz „ogledalo” koje nam pružaju gestovi i reakcije drugih. U zavisnosti od ovih reakcija, doživljavamo ili ponos ili sramotu, a to određuje način daljeg ponašanja. Recinger (1991) je sproveo studije o bračnim parovima koji su doživljavali cikluse bes i sramote. Pretežno na osnovu rada Gofmana i Kulija, Šef (1990) je razvio mikrosociološku teoriju društvene veze. Formiranje ili prekidanje društvenih veza zavisi od emocija koje ljudi doživljavaju tokom interakcija."
257,Antropologija,"Antropologija kiborga nastala je kao podfokusna grupa na godišnjem sastanku Američkog antropološkog udruženja 1993. godine. Podgrupa je bila veoma blisko povezana sa STS (Studije nauke i tehnologije)  i Društvom za društvene studije nauke. Haraveijev Manifest o kiborgu iz 1985. godine može se smatrati osnovnom dokumentom Kiborg antropologije, prvo istražujući filozofske i sociološke posledice ovog termina. Kiborg antropologija proučava čovečanstvo i njegove odnose sa tehnološkom sistemom koju je izgradilo, posebno savremenim tehnološkom sistemom koji su refleksivno oblikovali pojmove o tome šta znači biti ljudsko biće."
258,Florida,"Na izborima 2000. godine, u tesnoj konkurenciji, država je odigrala ključnu ulogu. Od više od 5,8 miliona glasova za dva glavna kandidata Buša i Al Gora, oko 500 glasova razdvajalo je dva kandidata za odlučujuće izborne glasove na Floridi koji su Buša doveli do pobede na izborima. Zakon o oduzimanju prava glasa na pravo glasa u Floridi stroži je od većine evropskih nacija ili drugih američkih država. Studija iz 2002. godine u Američkom sociološkom pregledu zaključila je da „da je 827.000 obespravljenih prestupnika glasalo istom merom kao i ostali stanovnici Floride, demokratski kandidat Al Gor bi osvojio Floridu i predsedničku funkciju sa više od 80.000 glasova”."
259,Emocija,"Na osnovu otkrića do kojih se došlo neuronskim mapiranjem limbičkog sistema, neurobiološko objašnjenje ljudske emocije je da je emocija prijatno ili neprijatno mentalno stanje organizovano u limbičkom sistemu mozga sisara. Ukoliko isključimo reaktivne reakcije gmizavaca, emocije bi tada bile elaboracije opštih obrazaca uzbuđenja kičmenjaka kod sisara, u kojima neurohemikalije (na primer, dopamine, noradrenalin i serotonin) povećavaju ili smanjuju nivo aktivnosti mozga, što se vidi po pokretima tela, gestovima i držanju. Na emocije verovatno mogu imati uticaja feromoni (vidi strah)."
260,Računar,"Čisto elektronski elementi kola ubrzo su zamenili svoje mehaničke i elektromehaničke ekvivalente, u isto vreme kada je digitalni proračun zamenio analogni. Inženjer Tomi Flauers, koji je 1930-ih godina radio u istraživačkoj stanici Pošta u Londonu, počeo je da istražuje moguću upotrebu elektronike za telefonsku centralu. Eksperimentalna oprema koju je napravio 1934. godine, počela je da radi pet godina kasnije, pretvarajući deo mreže telefonskih centrala u elektronski sistem za obradu podataka, koristeći hiljade vakuumskih cevi. U Sjedinjenim Državama, Džon Vinsent Atanasov i Kliford E. Beri sa državnog univerziteta Ajove razvili su i testirali Atanasov-Beri računar (ABR) 1942. godine, prvi „automatski elektronski digitalni računar”. Ovaj dizajn je takođe bio potpuno elektronski i koristio je oko 300 vakuumskih cevi, sa kondenzatorima fiksiranim u mehanički rotirajućem cilindru za memoriju."
261,Sanskrit,"Brahmi je evoluirao u mnoštvo bramičkih pisama, od kojih su mnogi korišćeni za pisanje sanskrita. Otprilike savremen sa brahmijem, karosti se koristio na severozapadu potkontinenta. Negde između četvrtog i osmog veka, pismo gupta, izvedeno od Brahmija, postalo je preovlađujuće. Otprilike u osmom veku, pismo sarada evoluiralo je iz pisma gupta. Potonje je zauzvrat istisnuo devanagari u 11. ili 12. veku, sa srednjim fazama kao što je pismo sidham. U istočnoj Indiji korišćeno je bengalsko pismo, a kasnije i pismo odija."
262,Tajms,"U  seriji ""Vombli"" ujak Bugarska je čitao Tajms i tražio od ostaliih Vombla da mu donesu sve primerke koje pronađu među otpadom. Ove novine su imale centralnu ulogu u epizodi Veoma iza vremena (Sezona 2, Epizoda 12)."
263,Videokonferencija,"Sistem za video-konferencije je generalno skuplji od video-fona i razvija veće mogućnosti. Video-konferencija (poznata i kao video-telekonferencija) omogućava da dve ili više lokacija komuniciraju uživo, putem istovremeno dvosmernog video i audio prenosa. Ovo se često postiže upotrebom kontrolne jedinice sa više tačaka (centralizovani sistem za distribuciju i upravljanje pozivima) ili sličnim necentralizovanim mogućnostima više tačaka ugrađenim u svaku jedinicu za video-konferenciju. Opet, tehnološka poboljšanja su zaobišla tradicionalne definicije dozvoljavajući spajanje učesnika video-konferencije preko veb-baziranih aplikacija."
264,Hard_rok,"Neke afirmisane grupe nastavile su da uživaju komercijalni uspeh, kao što je Aerosmit, sa svojim broj jedan multiplatinum albumima: Get a grip (1993), koji je proizveo četiri singla na Top 40 listi i postao najprodavaniji album benda širom sveta (prodato je preko 10 miliona primeraka), i Najn lajvz (1997). Godine 1998, Aerosmit je objavio hit broj jedan „Aj dont vant tu mis a ting“, koji je ostao jedini singl hard rok bendova koji je debitovao na mestu broj jedan. AC/DC je izdao dvostruko platinumski Bolbrejker (1995). Bon Džovi je privukao hard rok publiku pesmama kao što su „Kip d fejt“ (1992), ali su takođe postigli uspeh na savremenim radijima za odrasle, sa Top 10 baladama „Bed of roziz“ (1993) i „Olvejz“ (1994). Bon Džovijev album iz 1995. Diz dejz je bio veći hit u Evropi nego u Sjedinjenim Državama, proizvevši četiri Top 10 singla na britanskoj listi singlova. Loud (1996) i Riloud (1997) benda Metalika, prodati su u više od 4 miliona primeraka u SAD i kroz njih je bend razvio više melodični i bluz rok zvuk. Kako je početni zamah grandž bendova oslabio sredinom decenije, pojavili su se post-grandž bendovi. Oni su oponašali stavove i muziku grandža,posebno guste, distorzirane gitare, ali sa komercijalno orijentisanijim i radioprivlačnijim zvukom, koji se direktnije oslanjao na tradicionalni hard rok. Među najuspešnijim izvođačima bili su Fu fajters, Kendlboks, Lajv, Kolektiv soul, australijski Silverčer i engleski Buš, koji su krajem 1990-ih učvrstili post-grandž kao jedan od komercijalno najisplativijih podžanrova. Slično tome, neki post-britpop bendovi koji su sledili  Oazis, uključujući Fider i Stereofoniks, usvojili su hard rok ili „pop-metal“ zvuk."
265,Videokonferencija,"MC kontroliše konferenciju dok je aktivna na signalnoj ravni, gde sistem jednostavno upravlja kreiranjem konferencije, signalizacijom krajnje tačke i kontrolama tokom konferencije. Ova komponenta dogovora parametre sa svakom krajnjom tačkom u mreži i kontroliše resurse konferencije. Dok MC kontroliše resurse i pregovore o signalizaciji, MP radi na medijskom planu i prima medije sa svake krajnje tačke. MP generiše izlazne tokove sa svake krajnje tačke i preusmerava informacije na druge krajnje tačke u konferenciji."
266,Južna_Evropa,Evropska komisija za putovanje deli evropski region na osnovu modela Metrike turističkih odluka (TDM). Zemlje koje pripadaju južnoj/sredozemnoj Evropi su:
267,Antropologija,"Politička ekonomija u antropologiji je primena teorija i metoda istorijskog materijalizma na tradicionalne antropološke probleme, uključujući, ali ne ograničavajući se na, nekapitalistička društva. Politička ekonomija je uvela pitanja istorije i kolonijalizma u dotadašnje neistorijske antropološke teorije društvene strukture i kulture. Brzo su se razvile tri glavne oblasti interesovanja. Prva od ovih oblasti se odnosila na „prekapitalistička” društva koja su bila predmet evolucionih „plemenskih” stereotipa. Rad Salinsa o lovcima-sakupljačima kao „originalno bogatom društvu” značajno je doprineo razbijanju te slike. Druga oblast je bila usmerena na seljaštvo, koje je u tom periodu činilo veliku većinu tadašnje svetske populacije, a mnogi su bili uključeni u složene revolucionarne ratove, poput onog u Vijetnamu. Treća oblast istraživala je kolonijalizam, imperijalizam i stvaranje kapitalističkog svetskog sistema. U novije vreme, politički ekonomisti sve više se bave pitanjima industrijskog (i postindustrijskog) kapitalizma širom sveta."
268,Veb_pregledač,"Iako su pregledači prvenstveno namenjeni za korišćenje Veba, oni se takođe mogu koristiti za pristup informacijama koje pružaju veb-serveri u privatnim mrežama ili datoteke u sistemima datoteka."
269,Odeća,"Do ranih godina 21. veka, zapadni stilovi odeće su do neke mere postali međunarodni stilovi. Ovaj proces je počeo stotinama godina ranije, tokom perioda evropskog kolonijalizma. Proces kulturnog širenja trajao je vekovima, dok su zapadne medijske korporacije pronikale na tržište širom sveta, šireći zapadnu kulturu i stilove. Odeća brze mode takođe je postala globalni fenomen. Ova odeća je jeftinija, masovno proizvedena zapadna odeća. Donacije upotrebljene odeće iz zapadnih zemalja takođe se donesu ljudima u siromašnim zemljama od strane dobrotvornih organizacija."
270,Ljudi_crne_rase,"Naučnici se ne slažu oko uticaja društvenog statusa na rasne klasifikacije u Brazilu. Generalno se veruje da postizanje uzlazne mobilnosti i obrazovanja dovodi do toga da se pojedinci klasifikuju kao kategorija svetlije kože. Uobičajena tvrdnja je da se u Brazilu siromašni belci smatraju crncima, a bogati crnci belcima. Neki naučnici se ne slažu, tvrdeći da „izbeljivanje” nečijeg društvenog statusa može biti dostupno ljudima mešane rase, velikom delu stanovništva poznatom kao mešanac, ali osoba koja se doživljava kao crna (crnac) će i dalje biti klasifikovana kao crnac bez obzira na bogatstvo ili društveni status."
271,Računar,"Redosled operacija kroz koje kontrolna jedinica prolazi da bi obradila instrukciju je sam po sebi kao kratak računarski program, i zaista, u nekim složenijim dizajnima CPJ-a, postoji još jedan manji računar koji se zove mikrosekvencer, koji pokreće mikrokod program koji uzrokuje sve ove događaje."
272,Bol,"Razlike u percepciji bola i pragovima tolerancije bola povezane su, između ostalog, sa etničkom pripadnošću, genetikom i polom. Ljudi mediteranskog porekla prijavljuju kao bolne neke intenzitete zračeće toplote koje severni Evropljani opisuju kao nebolne. Takođe, Italijanke tolerišu manje intenzivne električne šokove u poređenju sa jevrejskim ili domorodačkim američkim ženama. Neki pojedinci u svim kulturama mogu imati značajno više pragove percepcije i tolerancije bola od uobičajenih. Na primer, pacijenti koji dožive bezbolne srčane udare imaju više pragove bola za električni šok, grčeve mišića i toplotu."
273,Fond_Ujedinjenih_nacija_za_populacionu_aktivnost,"U septembru 2015. godine, 193 države članice Ujedinjenih nacija jednoglasno su usvojile Ciljeve održivog razvoja, skup od 17 ciljeva koji imaju za cilj da transformišu svet u narednih 15 godina. Ovi ciljevi su osmišljeni da eliminišu siromaštvo, diskriminaciju, zlostavljanje i smrtne slučajeve koji se mogu sprečiti, da se suoče sa uništenjem životne sredine i da uđu u era razvoja za sve ljude, svuda."
274,Sloveni,"Napomena: Pored etničkih grupa, Sloveni se često identifikuju sa lokalnim geografskim regionom u kojem žive. U neke od glavnih regionalnih južnoslovenskih grupa spadaju: Zagorci u severnoj Hrvatskoj, Istrijanci u najzapadnoj Hrvatskoj, Dalmatinci u severnoj Hrvatskoj, Boduli na Jadranskimostrvima, Vlaji u zaleđu Dalmacije, Slavonci u istočnoj Hrvatskoj, Bosanci u Bosni, Hercogovci u Hercegovini, Krajišnici u zapadnoj Bosni, ali se češće koristi za označavanje Srba u Hrvatskoj,  od kojih većina su potomci Grencera, i nastavili da žive na području koje je činilo vojnu granicu sve do hrvatskog rata za nezavisnost, Semberci na severoistoku Bosne, Srbijanci u užoj Srbiji, Šumadinci u Centralnoj Srbiji, Vojvođani u Severnoj Srbiji, Sremci u Sremu, Bačvani na severozapadu Vojvodine, Banaćani u Banatu, Sandžaklije ( Muslimani na granici Srbije i Crne Gore), Kosovci na Kosovu, Bokelji na severozapadu Crne Gore, Tračani u gornjotračkoj niziji, Dobrudžanci u severoistočnom bugarskom regionu, Balkandžije u planinama Centralnog Balkana, Mizijci u svernoj bugarskoj oblasti, Varmijaci i Mazurijaci u severoistočnim poljskim regionima Varmija i Mazurija, Pirintci u Blagoevgradskoj guberniji, Rupci u Rodopima, itd."
275,Institut _za_ tehnologiju,"Irska ima sistem „Institut za tehnologiju”, koji se ranije zvao sistem regionalnog tehničkog koledža (RTC). Termini „IT” i „IT's” sada se široko koriste za opisivanje instituta za tehnologiju. Ove institucije nude studije na nižem stepenu, osnovnim studijama i postdiplomskim studijama. Za razliku od irskog univerzitetskog sistema, institut za tehnologiju takođe nudi i postdiplomske programe kao što su dvogodišnji program višeg sertifikata u različitim akademskim oblastima studija. Neke institucije imaju „delegirana ovlašćenja” koje im omogućava da dodeljuju nagrade u svoje ime, nakon odobrenja od Saveta za nagrade u visokom obrazovanju."
276,Fonologija,"Specifični fonemički kontrasti u jeziku mogu se menjati tokom vremena. U jednom trenutku, [f] i [v], dva zvuka koji imaju isto mesto i način artikulacije i razlikuju se samo u zvučnosti bili su alofoni iste foneme na engleskom jeziku, ali su kasnije pripali odvojenim fonemama. Ovo je jedan od glavnih faktora promene jezika kroz istoriju, kao što opisuje istorijska lingvistika."
277,Identitet_(društvena_nauka),"Kao nedirektivan i fleksibilan analitički alat, koncept granica pomaže kako u mapiranju, tako i u definisanju promenljivosti i nestalnosti koje su karakteristične za ljudska iskustva sopstva u društvu. Dok je identitet nestabilna, fleksibilna i apstraktna „stvar“, njegove manifestacije i načini na koje se izražava često su vidljivi. Identitet postaje očigledan kroz upotrebu obeležja poput jezika, odeće, ponašanja i izbora prostora, čiji efekat zavisi od prepoznavanja od strane drugih društvenih bića. Obeležja pomažu u stvaranju granica koje definišu sličnosti ili razlike između nosioca obeležja i onih koji ih opažaju, a njihova efikasnost zavisi od zajedničkog razumevanja njihovog značenja. U društvenom kontekstu mogu nastati nesporazumi usled pogrešnog tumačenja značaja specifičnih obeležja. Isto tako, pojedinac može koristiti obeležja identiteta da bi izvršio uticaj na druge ljude, ne ispunjavajući nužno sve kriterijume koje bi spoljašnji posmatrač obično povezao sa takvim apstraktnim identitetom."
278,Veb_pregledač,"Dostupni veb-pregledači se razlikuju u karakteristikama od minimalnih korisničkih interfejsa zasnovanih na tekstu sa ogoljenom podrškom za HTML do bogatih korisničkih interfejsa koji podržavaju širok spektar formata datoteka i protokola. Pregledači koji uključuju dodatne komponente za podršku e-pošte, vesti iz Juzneta i Internet rilej četa (IRC), ponekad se nazivaju „internet paketima“ umesto samo „veb-pregledači“."
279,Dijalekt,"Kada govorimo o nemačkom jeziku, termin nemački dijalekti se koristi samo za tradicionalne regionalne vrste. To im omogućava da se razlikuju od regionalnih vrsta modernog standardnog nemačkog."
280,Institut _za_ tehnologiju,"U Tasmaniji su 2009. godine stari sistem koledža i TAFE Tasmanija započeli trogodišnje restruktuiranje kako bi postali Tasmanijska politehnika www.polytechnic.tas.edu.au, Tasmanija institut veština www.skillsinstitute.tas.edu.au i Tasmanija akademija www.academy.tas.edu.au"
281,Odeća,"Različite kulture su razvile različite načine stvaranja odeće od tkanine. Jedan od načina jednostavno uključuje drapiranje tkanine. Mnogi ljudi su nosili, i i danas nose, odevne predmete koji se sastoje od pravougaonih tkanina umotanih da pristaju - na primer, doti za muškarce i sari za žene na indijskom potkontinentu, škotski kilt ili javanski sarong. Odeća se može jednostavno vezati, kao što je slučaj sa prva dva odevna predmeta; ili igle ili kaiševi mogu držati odeću na mestu, kao što je slučaj sa poslednja dva. Dragocena tkanina ostaje neposečena, a ljudi različitih veličina ili ista osoba kojoj se menja veličina, mogu nositi taj odevni predmet."
282,Josip_Broz_Tito,"Dana 6. aprila 1941. godine, nemačke snage su, uz pomoć Mađarske i Italije, započele invaziju na Jugoslaviju. Dana 10. aprila 1941. godine, Slavko Kvaternik je proglasio Nezavisnu državu Hrvatsku, a Tito je odgovorio formiranjem Vojnog komiteta u okviru Centralnog komiteta Jugoslovenske komunističke partije. Napadnute sa svih strana, oružane snage Kraljevine Jugoslavije su se brzo raspale. Dana 17. aprila 1941. godine, nakon što su kralj Petr II i drugi članovi vlade pobegli iz zemlje, preostali predstavnici vlade i vojske su se sastali sa nemačkim zvaničnicima u Beogradu. Oni su brzo pristali da prekinu vojni otpor. Dana 1. maja 1941. godine, Tito je izdao brošuru u kojoj je pozvao ljude da se ujedine u borbi protiv okupacije. Dana 27. juna 1941. godine, Centralni komitet Komunističke partije Jugoslavije imenovao je Tita  za glavnog komandanta svih planova narodnooslobodilačkih vojnih odreda. Kominterna je 1. jula 1941. poslala precizna uputstva u kojima se traži hitna akcija."
283,Dijalekt,"Najčešći, i najčistiji lingvistički, kriterijum je kriterijum međusobne razumljivosti: za dve vrste se kaže da su dijalekti istog jezika ako biti govornik jedne vrste daje dovoljno znanja da razume i da bude razumljiv od strane govornika druge; u suprotnom, kaže se da su različiti jezici. Međutim, ova definicija postaje problematična u slučaju dijalekatskog kontinuuma, u kojem može biti slučaj da je dijalekat B međusobno razumljiv i sa dijalektom A i dijalektom C, ali dijalekti A i C nisu međusobno razumljivi jedan sa drugim. U ovom slučaju kriterijum međusobne razumljivosti onemogučava da se odluči da li su A i C dijalekti istog jezika ili ne. Takođe mogu se pojaviti i slučajevi u kojima govornik dijalekta X može da razume govornika dijalekta Y, ali ne i obratno; kriterijum međusobne razumljivosti i ovde ne uspeva."
284,Fonologija,"Uopšteno govoreći, generativna fonologija (ili njen potomak, stroga CV fonologija) ima više zagovornika u Ujedinjenom Kraljevstvu, dok teorija optimalnosti preovladava u Sjedinjenim Državama. "
285,Identitet_(društvena_nauka),"Erik Erikson (1902–1994) postao je jedan od prvih psihologa koji su pokazali eksplicitno interesovanje za identitet. Eriksonov okvir počiva na razlikovanju između psihološkog osećaja kontinuiteta, poznatog kao ego identitet (ponekad označen jednostavno kao „sopstvo“); ličnih idiosinkrazija koje razlikuju jednu osobu od druge, poznatih kao lični identitet; i zbirke društvenih uloga koje osoba može igrati, poznatih kao društveni identitet ili kulturni identitet. Eriksonovo delo, u okviru psihodinamičke tradicije, imalo je za cilj istraživanje procesa formiranja identiteta tokom celog životnog veka. Na primer, progresivna snaga ego identiteta može se pratiti kroz niz faza u kojima se identitet formira kao odgovor na sve složenije izazove. Proces formiranja održivog osećaja identiteta u okviru kulture konceptualizuje se kao zadatak adolescencije, a oni koji ne uspeju da ponovo integrišu identifikacije iz detinjstva smatraju se da se nalaze u stanju „difuzije identiteta“, dok oni koji nekritički zadržavaju unapred date identitete imaju „zaključane“ identitete (Vajnrih i Saunderson, 2003, str. 7–8). Prema nekim tumačenjima Eriksona, razvoj snažnog ego identiteta, zajedno sa odgovarajućom integracijom u stabilno društvo i kulturu, dovodi do jačeg osećaja identiteta uopšte. Shodno tome, nedostatak u bilo kojem od ova dva faktora može povećati verovatnoću za krizu ili konfuziju identiteta (Kot i Levin, 2002, str. 22)."
286,Institut _za_ tehnologiju,Univerzitet za tehnologiju u Oklandu je jedina politehnika koja je uzdignuta u status univerziteta; dok je Unitec imao više pokušaja koji su blokirani vladinom politikom i doslednim odlukama; Unitec nije uspeo da ubedi sudove da ponište ove odluke.
287,Arsenal_FK,"Arsenal je imenovao Herberta Čapmana za trenera 1925. godine. Pošto je već dva puta osvojio ligu sa Hadersfild Taunom 1923. godine i 1924. godine, Čapman je doneo Arsenalu prvi period velikog uspeha. Njegova revolucionarna taktika i trening, uz potpisivanje ugovora sa zvezdama fudbala kao što su Aleks Džejms i Klif Bastin, postavili su temelje dominacije kluba engleskom fudbalu tridesetih godina prošlog veka. Pod njegovim vođstvom Arsenal je osvojio svoje prve značajne trofeje - pobeda u finalu FA kupa 1930. godine prethodila je   šampionatima lige, u sezoni 1930./1931. godine i sezoni 1932. /1933. godine. Pored toga, Čapman je bio iza preimenovanja lokalne londonske metro stanice 1932. godine iz „Gilespi road” u „Arsenal”, što je čini jedinom stanicom podzemne železnice nazvane posebno po fudbalskom klubu."
288,Računar,"Ključna komponenta zajednička svim centralnim procesorskim jedinicama (CPJ) je programski brojač, posebna memorijska ćelija (registar) koja prati sa koje lokacije u memoriji treba pročitati sledeću instrukciju."
289,Biodiverzitet,"Istorija biodiverziteta tokom fanerozoika (poslednjih 540 miliona godina) počinje brzim rastom tokom kambrijske eksplozije – perioda tokom kojeg se prvi put pojavio skoro svaki tip višećelijskih organizama. Tokom narednih 400 miliona godina ili tako nešto, raznolikost beskičmenjaka je pokazala malu opštu tendenciju, a raznolikost kičmenjaka pokazuje eksponencijalnu opštu tendenciju. Ovaj dramatičan porast raznovrsnosti obeležen je periodičnim, masivnim gubicima raznolikosti klasifikovanim kao događaji masovnog izumiranja. Značajan gubitak se dogodio kada su se prašume urušile u karbonu. Najgori je bio permsko-trijasko izumiranje, pre 251 milion godina. Kičmenjacima je trebalo 30 miliona godina da se oporave od ovog događaja."
290,Bol,"Nociceptivni bol je uzrokovan stimulacijom perifernih nervnih vlakana koji reaguju na stimulacije koje se približavaju ili prelaze štetni intenzitet (nociceptori) i može se klasifikovati prema načinu štetne stimulacije. Najčešće se koristi u kategoriji „termalni” (npr. toplota ili hladnoća), „mehanička” (npr. pritiskanje, cepanje, struganje, itd.) „Hemijski” (npr. jod u posekiotimanama ili hemikalije koje se oslobađaju tokom upale). Neki nociceptori reaguju na više od jedan od ovih modaliteta i stoga se nazivaju polimodalnim."
291,Južna_Evropa,"Klima južne Evrope je najpoznatija mediteranska klima, koja je postala tipično poznata karakteristika ovog područja. Mediteranska klima obuhvata veći deo Portugalije, Španije, jugoistočne Francuske, Italije, Hrvatske, Albanije, Crne Gore, Grčke, zapadnih i južnih primorskih regija Turske, kao i mediteranska ostrva. Ta područja sredozemne klime imaju sličnu vegetaciju i pejzaže, uključujući suva brda, male ravnice, borove šume i maslinove drveće."
292,Televizija_visoke_definicije,"Rani komercijalni eksperimenti VDTV-e, kao što NHK-ov MUSE, zahtevali su preko četiri puta veći propusni opseg od standardno definisanog emitovanja. Uprkos naporima da se analogna VDTV-a smanji na oko dvostruko veći propusni opseg od SDTV-e, ovi televizijski formati su i dalje bili deljeni samo satelitskim putem."
293,Obrazovanje,"Neformalno učenje obično se odvija izvan obrazovnih ustanova, ne sledi određeni nastavni plan i program i može nastati slučajno, sporadično, u vezi sa određenim prilikama, iz promene praktičnih zahteva. Nije nužno potrebno pedagoško znanje, sistematika i saglasnost predmeta, već upravo slučajno i bez namere, holistički u vezi sa problemom, i povezan sa upravljanjem situacijom i spremnošću za život. Ono se doživljava direktno u svojoj „prirodnoj” funkciji svakodnevnog života i često je spontano."
294,Josip_Broz_Tito,"Bio je generalni sekretar (kasnije predsednik Predsedništva) Saveza komunista Jugoslavije (1939. godine-1980.godine), i nastavio da vodi jugoslovenski pokret partizana u Drugom svetskom ratu (1941. godine-1945. godine). Posle rata, bio je premijer (1944. godine-1963. godine), predsednik (kasnije doživotni predsednik) (1953. godine-1980. godine) Socijalističke Federativne Republike Jugoslavije (SFRJ). Od 1943. godine, do svoje smrti 1980. godine, imao je čin Maršala Jugoslavije, na funkciji vrhovnog komandanta jugoslovenske vojske, Jugoslovenske narodne armije (JNA). Sa veoma povoljnom reputacijom u inostranstvu u oba bloka hladnog rata, Josip Broz Tito je dobio oko 98 stranih odlikovanja, uključujući Legiju časti i Orden Viteškog reda."
295,Tajms,"Sandej Tajms ima značajno veći tiraž od Tajmsa, a ponekad se prodaje bolje i od  Sandej Telegrafa. Od januara 2013. godine, Tajms ima tiraž od 399.339 a Sandej Tajms od 885.612."
296,Savez_fudbal,"Golmani su jedini igrači kojima je dozvoljeno da dodiruju loptu šakama ili rukama dok je u igri i samo u svom kaznenom prostoru. Igrači na terenu uglavnom koriste noge da udare ili dodaju loptu, ali takođe mogu koristiti glavu ili torzo da bi to uradili. Tim koji postigne najviše golova do kraja utakmice pobeđuje. Ako je rezultat izjednačen na kraju utakmice, ili se proglašava nerešeno, ili igra ide u produžetak i/ili u izvođenje jedanaesteraca u zavisnosti od formata takmičenja. Pravila igre su prvobitno normirana u Engleskoj od strane Fudbalskog saveza 1863. godine. Fudbalskim savezom na međunarodnom nivou upravlja Federacija internacionalne fudbalske asocijacije (FIFA) koja organizuje Svetska prvenstva za muškarce i žene svake četiri godine."
297,FA_kup,"U 51-oj godini pre otvaranja Empajer stadiona, finala (uključujući 8 revanš utakmica) su održavana na različitim lokacijama, pretežno u Londonu, i uglavnom u Kenington Ovalu a zatim na Kristal Palasu. Igrano je 22 puta na Ovalu (uvodno takmičenje 1872. godine, a zatim sve osim dva puta do 1892. godine). Posle Ovala, Kristal Palas je od 1895. godine do 1914. godine bio domaćin 21-og finala, prekinutim sa 4 revanš utakmice na drugim mestima. Druge lokacije u Londonu bile su Stamford Bridž od 1920. godine do 1922. godine (poslednja tri finala pre prelaska na Empajer stadion); i Lili Bridž Oksfordskog univerziteta na Fulamu za drugo finale 1873. godine. Ostala mesta koja su se retko koristila u ovom periodu bile su sva izvan Londona, i to:"
298,Biodiverzitet,"S druge strane, promene kroz fanerozoik mnogo bolje koreliraju sa hiperboličkim modelom (koji se široko koristi u populacionoj biologiji, demografiji i makrosociologiji, kao i fosilnom biodiverzitetu) nego sa eksponencijalnim i logističkim modelima. Poslednji modeli podrazumevaju da su promene u raznolikosti vođene pozitivnom povratnom spregom prvog reda (više predaka, više potomaka) i/ili negativnom povratnom spregom koja proističe iz ograničenja resursa. Hiperbolički model podrazumeva pozitivnu povratnu spregu drugog reda. Hiperbolički obrazac rasta svetske populacije proizilazi iz pozitivne povratne sprege drugog reda između veličine populacije i stope tehnološkog rasta. Hiperbolički karakter rasta biodiverziteta može se na sličan način objasniti povratnom spregom između raznolikosti i složenosti strukture zajednice. Sličnost između krivih biodiverziteta i ljudske populacije verovatno dolazi iz činjenice da su obe izvedene iz interferencije hiperboličkog trenda sa cikličnom i stohastičkom dinamikom."
299,Geološka_istorija_Zemlje,"Na mnogo načina Paleocen je nastavio procese koji su počeli tokom kasne periode krede. Tokom paleocena, kontinenti su nastavili da plutaju ka svojim sadašnjim položajima. Superkontinent Laurazija još nije bio podeljen na tri kontinenta. Evropa i Grenland su još uvek bili povezani. Severna Amerika i Azija su još uvek povremeno spojene kopnenim mostom, dok su Grenland i Severna Amerika započeli da se odvajaju. Laramidna orogeneza kasne krede nastavila je da uzdiže Stenovite planine na zapadu Amerike, što se završilo u narednoj epohi. Južna i Severna Amerika ostale su razdvojene ekvatorijalnim morima (spojile su se tokom neogena); sastavni delovi bivšeg južnog superkontinenta Gondvana su nastavili da se razdvajaju, a Afrika, Južna Amerika, Antarktik i Australija su se udaljile jedna od druge. Afrika se usmeravala ka severu Evrope, polako zatvarajući okean Tetis, a Indija je započela svoju migraciju u Aziju koja će dovesti do tektonskog sudara i formiranja Himalaja."
300,Obrazovanje,"Visoko obrazovanje, takođe nazvano i tercijarno, treća faza ili postsekundarno obrazovanje, je neobavezan obrazovni nivo koji sledi nakon završetka škole kao što je visoka škola ili srednja škola. Tercijarno obrazovanje obično uključuje dodiplomsko i postdiplomsko obrazovanje, kao i stručno obrazovanje i obuku. Koledži i univerziteti uglavnom pružaju visoko obrazovanje. Zajedno, ovi su ponekad poznati kao tercijarne institucije. Osobe koje završe tercijarno obrazovanje obično dobijaju sertifikate, diplome ili akademske stepene."
