id,text
514,Navedite događaj koji je mogao da doprinese revoluciji.
515,Koji klubovi su propustili takmičenje?
516,Šta su demokratski glasači uradili 1998. godine?
517,Na čemu se ne zasniva definicija popisa stanovništva?
518,Koliko ima članova kluba?
519,Da li su se honorari za prelaz povećavali proteklih godina?
520,Kada su održana prva ženska olimpijska takmičenja?
521,Ko je bio na strani Floride tokom revolucije?
522,Koji je procenat nestalih slatkovodnih divljih životinja?
523,Koliko klubova je ušlo u sezoni 2007./2008. godine?
524,Ko je bio vladar u Maroku?
525,Kada su bili popularni sanskrit i indijska kultura?
526,Koje dve zemlje su najviše rangirane u podsaharskim zemljama?
527,Kojim danima se igra njaviše utakmica?
528,Koliko svaki od dva perioda produžetaka traje u minutima?
529,Ko je uskratio deci sa smetnjama u razvoju da ne mogu da pohađaju javnu školu?
530,Kako se zove sistem koji automatski otkriva kršenje autorskih prava?
531,Ko je održavao ravnotežu moći na izborima 1910. godine?
532,Koji put su izgradili Britanci?
533,Za koji procenat je porasla gledanost u Sjedinjenim Državama od 2012. godine do 2015. godine?
534,"U kojim naseljenim centrima se, kao poređenje, dijalekti češće viđaju na selu?"
535,Čemu mogu da nanesu štetu ove vrste korupcije?
536,Ko održava pravila igre?
537,Kako se zove istraživanje britanske agencije za pomoć?
538,Šta je to značilo na izborima 2000. godine?
539,Kakav je to osećaj?
540,Koja je etnička pripadnost njegove majke?
541,Na kom su nivou?
542,Šta je bilo rezultat ovih venčanja?
543,Ko sponzoriše Premijer ligu?
544,Kako se završio „klasični period”
545,"Na šta bi, po mišljenju Rondaninijeve, arhitektura mogla da  „utiče” i šta da „podstiče”?"
546,"Koji tim je tada napredovao, ali je ispao nakon prve sezone?"
547,Šta se desilo tokom tih godina?
548,U kom gradu je odigrana utakmica mirnim prisustvom dve vojske 2007. godine?
549,Šta je period pre rata?
550,Koji tim pomaže da se obezbedi primirje tokom građanskog rata u 2006. godini?
551,Koja je etnička pripadnost njegove majke?
552,Koliko su video-konferencije pomogle ovom seoskom području da uštedi novca?
553,Koliko je crnih robova posedovao?
554,Da li ima rangiranja?
555,Gde je prvi put objavljen eksperiment?
556,Da li je neki klub osvojio oba u istoj sezoni?
557,Kada je organizacija promenila ime?
558,Ko je ubijen iz Austrije?
559,"Zašto se pre ili prije pre razvio u odnosu na simbolizovanog ""pre""?"
560,Koja dva primera su data za opravdanje i vrednosti za izbor profesije?
561,"Na osnovu gore navedene definicije, sa čim materializam nije u skladu?"
562,Koje godine i gde je dodeljen prvi savršen rezultat?
563,Koji klubovi su igrali tokom prvog penala?
564,Posle koliko godina polithenika nudi diplomu umesto četvorogodišnje diplome osnovnih studija?
565,"Ko je bio najznačajniji nacionalistički demogag, kome su se ljudi obratili?"
566,Koliko mnogo su pale cene useva?
567,Na kom tipu sistema su se zasnivale civilne uprave carstva?
568,U koja mesta su migrirali milioni muslimana kada su napustili carstvo?
569,Kako se sada zove takmičenje?
570,Iz koje grupe je oko 200.000 pojedinaca napustilo Krim tokom rata?
571,Kako se gleda na komunikaciju?
572,Kako je takođe nazvana oprema koju igrač nosi?
573,Kome su se ljudi okrenuli u nekim svetskim državama?
574,Koji novinar je tužen zbog objavljivanja diskriminativnog komentara?
575,Koje je pitanje izbilo u prvi plan poslednjih godina?
576,Koliko osoba može biti u programu?
577,Zašto je američki predsednik rekao da je upad na Floridu bio neophodan?
578,U kom vremenskom periodu se desilo zlatno doba?
579,Kako se nazivaju uređaji koji su spoljnji izvor?
580,Da li ih neko odbija da ih prikazuje?
581,Šta mora biti jedan od maksimalno dozvoljenog broja igrača?
582,Koje su jedine lokacije na strani aerodroma gde je snimanje dozvoljeno?
583,Koju vrstu materije model uzima u obzir?
584,Koje godine je to bilo?
585,Za koju kategoriju putnika su obično rezervisane ove usluge?
586,Kada je prvi trofej dodeljen?
587,Kako se zove službena rezidencija u Beogradu?
588,Koji je jezik bio korišćen za verske obrede u carstvu?
589,Za šta je bio obučen deo birokratije pisara?
590,Kako su se ljudi osećali zbog odluke Mančestera?
591,Na šta se odnose 1800-e godine?
592,Rezultat čega je bilo širenje međunarodne trgovine kroz carstvo?
593,Čime može biti kažnjen kazneni prekršaj odbrambenog tima?
594,Koja tri zanimanja se u to vreme nisu zaista smatrala odvojenim jedno od drugog?
595,Da li je finale igrala dva kluba izvan najviših divizija?
596,Na kog poznatog filozofa su kasnije uticale ideje autora?
597,Na šta se odnosi to što je dovelo da je Seldžuk carstvo rezultat postojanja pod uticajem drugih kultura?
598,Ko je postao državni sekretar za obrazovanje 1970. godine?
599,Ko je bio kanadski ministar pravde?
600,Ko još može da igra?
601,Protiv kojeg tima je postignut prvi gol?
602,Koja je bila prestonica Osmanskog carstva?
603,Koliko puta je mogao da doda ili oduzme u sekundi?
604,Koja karipska nacija je u gornjem kvartilu HDI-ja (ali nema IHDI)?
605,Šta su odlučili u pogledu pitanja kolektivne prodaje?
606,Da li je neki Velški tim ikada osvojio takmičenje?
607,Koji kriterijumi se koriste za rangiranje klubova?
608,Kojim šifrovanjem je sada zaštićen sadržaj?
609,Kako to utiče na izbore?
610,Koja godina je korišćena za procene u izveštaju za 2013. godinu?
611,Kome se dodeljuje nagrada Zlatna kopačka?
612,Koja je bila svrha dvorskog obrazovnog sistema?
613,"Za razliku od 16. i 18. veka, šta je izazvalo migracije u 20. veku?"
614,Šta su bili sprečeni da rade pojedinci mešanih rasa?
615,Ko je još bio uključen u rat?
616,Koji je uobičajen engleski prevod tri načela?
617,Kada je predstavljen najnoviji dizajn?
618,Koji je bio jedan od zahteva za novi standardni sistem u Sjedinjenim Državama?
619,Koja kola su kvalifikaciona?
620,Do kog broja je porasla veličina orkestra?
621,Koje su termine Afroamerikanci upotrebljavali umesto toga?
622,Koji deo carstva 1914. godine nije bio muslimanski?
623,Ko je postigao četvrtu ukupnu titulu strelca od sezone 2006. godine?
624,Koga je vlada želela da odgaja kao belca?
625,Čemu prvenstveno služi ovo mesto?
626,Koji je bio položaj ovog zvaničnika u to vreme?
627,Kako se zvao savet koji je upravljao državnom politikom?
628,Kakve su bile reakcje na ideju da bi biproblem funkcije trebalo da bude ispred drugih nejasnoća?
629,Koji klubovi su se takmičili u utakmici?
630,Šta je označio period „pre rata”?
631,U kojoj zemlji su formulisani zakoni?
632,Ko je bio protivnik savezničkih snaga?
633,Za koju supstancu ontološka teorija sugeriše da je glavna?
634,Šta metode etnoistorije prelaze standardnu upotrebu?
635,Koja je perspektiva korišćena u različitim istraživačkim tradicijama za ispitivanje pojava?
636,Koji je raspon dužine u metrima za međunarodne utakmice?
637,Ko je emitovao utakmice na radiju?
638,Zašto je ovo bila jedinstvena odluka?
639,Da li je finale osvojio klub izvan vrhunskih divizija?
640,Koga su zastupnici zdravstvene zaštite promenili u svom slučaju da bi ga uključili kao optuženog?
641,Koje dve grupe su kontrolisale azijsku sferu?
642,Koja su dva primera civilizacije iz prošlosti?
643,Kolika je bila vrednost ugovora avio-kompanije Emirati?
644,Koliko robova je uvezeno sa britanskih Kariba?
645,Koji je bio drugi jezik onih koji nisu bili etnički Turci?
646,Šta ponekad klubovi mogu da urade ako smatraju da je kazna bila previše oštra?
647,Gde su bili spominjani ljudi iz tog regiona?
648,Koliko carevina je uništeno izazvano ratom?
649,Kada je promenjen prvi dizajn?
650,U kom periodu se dogodila ova diskriminacija?
651,Koja politička partija je ponovo izabrana ubedljivom većinom 2001. godine?
652,Da li je neko ikada propustio turnir?
653,Koje su tri stvari koje novi pokreti pokušavaju da postignu?
654,Koji izveštaj opisuje ovu korupciju?
655,Koja organizacija potvrđuje diplome dobijene iz politehničkih škola?
656,Koliko je članaka objavio vodeći autor i advokat na stranici sa pismima u Tajmsu?
657,Zašto su 2 okruga morala biti precrtana 2014. godine?
658,Šta je prouzrokovalo ozbiljnu finansijsku štetu?
659,Šta je dovelo do pobune 1810. godine?
660,Za koga je takmičenje baš otvoreno?
661,Koliko je kredita bilo potrebno za master studije (tehnologije) pre Bolonjskog procesa?
662,Koji tim je 2005. godine imao sve strane igrače?
663,Ko je bio ugnjetavan i diskriminisan?
664,U koje vreme je bilo mnogo društveno-tehnoloških trendova?
665,Da li je klub drugog nivoa ikada stigao do finala?
666,Šta u zakonima dozvoljavaju široki uslovi?
667,Šta je izvor citata?
668,Odakle su se preselili?
669,Gde su služili mnogi antropolozi?
670,Promene se dešavaju jer se nove kulturne stvari susreću sa ovom vrstom inovacija.
671,Šta su uradili sa tim novčićima?
672,Gde se nalazila vojna akademija?
673,Koliko je govornika sanskrita bilo prema popisu iz 1991. godine?
674,Na koju vrsta sela je predstavnik upućivao?
675,Ovaj identitet i dalje koristi manjina širom kojih bivših republika?
676,Koliko je graničenje veličine datoteke za preuzimanje na zastarelim pretraživačima?
677,Koji je glavni razlog zbog koga su zemlje bile isključene iz izveštaja za 2011. godinu?
678,Koliko klubova je ušlo u sezoni 2004./2005. godine?
679,Koliko zakona postoji u zvaničnim pravilima igre?
680,Šta se desilo na izborima 2000. godine?
681,Koje mišljenje imaju hrvatski nacionalisti o jezičkom pitanju?
682,Za šta se koristila sanskritska reč?
683,Koje su novine izveštavale o ovom incidentu?
684,Koliko je kredita bilo potrebno za master studije sa standardnog univerziteta pre Bolonjskog procesa?
685,Kako se ovo poredi sa prosečnim timom iz Premijer lige?
686,Ko je naručio istraživački rad o biodiverzitetu?
687,Šta je Jan unapredio?
688,Šta su istraživači u naučnim laboratorijama radili?
689,Ko je dizajnirao paviljon u Državnoj letnjoj rezidenciji?
690,Za šta je vlada bila optužena?
691,"Koliko donatorskih zemalja će se pridružiti SAD-u, po mišljenju predsednika?"
692,Zašto su njegova deca bila slobodna?
693,Kako se sada emituju igre?
694,Kada su se dogodili ratovi protiv španske vladavine?
695,Koliki procenat poginulih tokom rata su bili civili?
696,Koja ocena je dodata?
697,Šta medicinski stručnjaci veoma preporučuju za muške igrače?
698,Kako se raspoređuje polovina novca?
699,Koji je maksimalan broj zamena tokom većine profesionalnih utakmica?
700,Ko je bio predsednik Biskupske konferencije Jugoslavije?
701,Koliko se do 1968. godine promenila nauka o odeći u odnosu na faktore okoline?
702,Koliko je prošlo od uvođenja svetske široke mreže 1995. godine?
703,Da li su održani razgovori sa Fudbalskim savezom da se vidi da li su u redu sa ovim planom?
704,Koji razred je pao?
705,Šta neki ljudi smatraju da korupcija smanjuje jer zapravo smanjuje troškove čega?
706,Ko je pridružio organizacije na univerzalnom nivou?
707,Ko je ponudio amnestiju koloni koja se povlači?
708,Čiji je posao da spreči protivnike da postignu gol?
709,Koje vrste gimnastičkih sprava se koriste?
710,Koliko videa je emitovano dnevno od januara 2012. godine?
711,Ka povezivanju sa čime su teoretičari pokazali interesovanje?
712,Šta korupcija može smanjiti ekološkim propisima?
713,Kada su stilovi umetnosti nastali?
714,Čime se bavi cilj broj tri?
715,Kako se nazivao taj vremenski period?
716,Šta je Linkoln uradio dobro u ratu?
717,Šta je bilo uzrok tome?
718,Šta je on rekao da mozak određuje?
719,Šta je bio rezultat njihove preporuke?
720,Koja grupa je počela da opada unutar carevine krajem 19. veka?
721,Šta je treći element?
722,Ko je bio taj koji je predsedavao islamskim sudovima carstva?
723,Koliko godina se ukloni iz života alkoholičara od očekivanog?
724,Koje jezike oni govore?
725,Koji deo njega je lepotom arhitektura dodirnula?
726,Gde se prodao?
727,Na kom kontinentu je došlo do ovog preporoda?
728,Koje godine je Narodna skupština podržala ključni predlog zakon o „samoupravljanju”?
729,Koji je novi koncept uveden krajem 20. veka?
730,Šta je rezultat uklanjanja zabrane?
731,Gde su živeli ovi ljudi?
732,Šta su engleski igrači radili nakon zabrane?
733,Kog datuma je osnovana Vazduhoplovna škola?
734,Kada ulaze klubovi iznad nivoa 9?
735,Šta je ostalo nepromenjeno dok je baza znanja rasla?
736,Psihološka antropologija ispituje kako naši modeli društvenih procesa bivaju informisani i čime?
737,Izvan čega je došlo do širenja fokusa?
738,Koje mašine su bile uključene u narušavanje fizičke bezbednosti koje su imale veliku ulogu u incidentu?
739,Šta je glavni kuvar radio sa namirnicama u kuhinjama carske palate?
740,Na čemu su bili zasnovani zakoni sudskog sistema?
741,Koliko može biti visok odnos kompresije?
742,Saglasno kom broju i koji klubovi su izabrani za učešće u Evropskoj asocijaciji klubova?
743,Gde je prvi trofej dodeljen?
744,Koliko ljudi se identifikovalo kao belac?
745,Od kada su ljudi počeli da dodeljuju trofej posle igre?
746,Koliko endemičnih vrsta faune čuvaju šume?
747,Čiji su oni potomci?
748,Kada su uspostavljene direktne trgovinske veze sa Indijom?
749,Zašto su nakon rata neki vojni aerodromi dodali civilne objekte?
750,Koji kralj je pobegao iz zemlje 1941. godine?
751,Šta je kontrolisala Velika Britanija?
752,Gde su se 1941. godine sastali predstavnici vlade i vojske sa nemačkim zvaničnicima?
753,Koje godine je Džesi Džekson izneo ovaj argument?
754,Odakle kreće auto voz?
755,Koja vrsta licence je potrebna treneru?
756,U kojoj godini ubrzo nakon toga je Mančester junajted osvojio Kup pobednika kupova UEFA?
757,Gde je spremljena dodela pehara?
758,Šta gimnastičar radi u toku od 10 odskoka?
759,Koje su bile najvažnije zgrade tog vremena?
760,"Na koji drugi način je trošen novac, osim lažno zaposlenih i crnog tržišta koje je dobijalo lekove?"
761,Šta je bio primalac u početnom modelu?
762,"Da li je u savremenom vremenu, bilo koji tim koji nije u ligi stigao do četvrtfinala?"
763,Šta je bio jedan od faktora za ovakvo ponašanje u Africi?
764,Kada je počeo građanski rat?
765,Ko je doživeo značajan napredak u svojim akademskim rezultatima?
766,Da li se to ikada desilo?
767,Na koje mesto je izabran u radnom logoru?
768,Koja zemlja je najviše rangirana najviše puta?
769,Šta se zagovara u Ujedinjenom Kraljevstvu?
770,Kako se ovi molekuli apsorbuju u nekim organizmima?
771,Kako se mogu zaslužiti dodatni poeni?
772,Koliko novca za finansiranje je bilo blokirano?
773,Ko će prikazati 116 utakmica za isti vremenski period?
774,Kako su ljudi određeni kao „crnac” ili „belac”?
775,Na čemu je počela da se formira notacija muzike u ovom periodu?
776,Koja je maksimalna dozvoljena dužina kada korisnik sa novim nalogom objavi video?
777,Koja je jedina pozicija određena pravilima igre?
778,Na koga ovaj zakon najviše utiče?
779,Kada je završena velika vojna operacija?
780,Koliko klasa pacijenata sa hroničnim bolom postoji?
781,Koji je bio prvi metod koji je glumac koristio u pokušaju da ukloni svoje slike?
782,Kognitivni antropolozi žele da znaju kako je način na koji ljudi percipiraju i odnose se prema svetu oko sebe povezan i sa čime?
783,Gde u dijaspori žive oni koji takođe izjašnjavaju nacionalnost?
784,Da li je neko automatski ispunjava uslove?
785,Kolikio je odbitak pada?
786,Antigenske ćelije u novorođenčadi takođe se bore da to urade?
787,Koji su bili neki od razloga za povećanje prihoda u sezoni 2013./2014. godine?
788,"Ovaj stav o odnosu školovanja i zarada izazvao je brojne analize, ali šta je još izneo?"
789,Sa kim su se partizani imali sukobe?
790,Do sezone 2000./2001. godine koliki je bio procenat stranih igrača?
791,Koji građanski zakonik je regulisao brak?
792,Koja istočnoazijska diktatura je bila izostavljena iz izveštaja za 2011. godinu?
793,Popularna muzika iz kompozitorovog vremena je bila uključena u šta?
794,Koje godine je osvojen Rim ?
795,Kada je Rusija doživela teritorijalni rast?
796,Koliko je utakmica bilo obezbeđeno za emitovanje od strane BiTi Grupe?
797,Kada se završava program?
798,Gde je depresija izazvala negativne efekte?
799,Na koje mesto u vojsci je došao posle  zvanične škole?
800,Kako su bili poznati pisari kancelarije?
801,Koje je prvo pitanje koje treba postaviti da bi se definisale dve klase?
802,Koliko profesionalnih klubova postoji?
803,Čemu su ljudi pribegavali kada su morali da komuniciraju sa vladom?
804,U kojoj godini je sprovedena studija Svetske fondacije za prirodu?
805,Kakvu reakciju izaziva stimulans?
806,Šta je napredak luka izazvao u stanovništvu?
807,Od čega se sastoje družine?
808,Koliko različitih igrača je osvojilo titulu najboljeg strelca?
809,Na kojoj platformi se koristi pregledač?
810,Koliko je kola u turniru?
811,"Autor, Ijan Fleming, stvorio je izmišljenog lika Džejms Bonda koji najviše čita samo koji novine?"
812,Koja je maksimalna dužina zaletišta?
813,U šta su se ove rane škole tokom srednjeg veka razvile?
814,U kom obliku se informacije ili sadržaj prenose u jednostavnom modelu?
815,Koji je bio procenat izdavača sa kojima je Jutjub potpisao ugovore pre planiranog datuma lansiranja servisa?
816,Koja su druga dva amtrak voza koji služe Floridi?
817,Na koliko je bio smanjen broj klubova 1995. godine ?
818,Kako se rešava nerešen rezultat za prvenstvo?
819,Šta se dogodilo u zlatnom dobu?
820,Šta je kritična veština izvršenja u smislu rezultata?
821,Kada je improvizacija počela znatno da se smanjuje?
822,Koje bi uticaje mogla imati određena vrsta odeće?
823,Šta se desilo sa televizijskim pravima Premijer lige nakon ove odluke?
824,Za koje ispite se učenici pripremaju u šestom razredu?
825,Kako su školovanje i zarada bili jedna od glavnih briga ove literature?
826,Kada je finale?
827,Koje zemlje su pretrpele najviše žrtava u ratu?
828,Koje klase ljudi je loša vladavina opterećivala carstvo?
829,Kako se danas taj izraz razume u odnosu na Australijance?
830,Koji je termin prihvaćen tokom ovog perioda?
831,Kako se informacije prenose kroz jednostavan model?
832,"Koja granica se daje kao primer, a koja može biti inkluzivna ili ekskluzivna?"
833,Na kom događaju je predstavljen istraživački rad o biodiverzitetu?
834,Koliko je vredeo drugi ugovor o televizijskim pravima koji je dodeljen Skaj-u?
835,Šta je još jedan oblik korupcije?
836,Koja tri razloga su navedena za isključenje zemalja?
837,Koliko je najviše utakmica odigrao tim da bi stigao do finala?
838,Gde se održavao FA kup dok je građen ovaj stadion?
839,Kako je poznat asemblerski jezik računara?
840,Kada su počela redovna emitovanja u Evropi?
841,Zbog čega su ova tri elementa tela od interesa?
842,Koliki procenat stanovništva je bio „crni ostali”?
843,Koliko je stvarno trofeja bilo predstavljeno?
844,Koja je tema petog cilja?
845,Koje planinsko nizče je nastalo kao rezultat koje zone duž Tihog okeana u Južnoj Americi?
846,"Kada se još prekida igra, osim što se sudija umeša?"
847,Tokom kojih godina je sprovedena studija?
848,Šta je dominiralo nad svim ekonomskim i državnim interesima?
849,Koji su manje uobičajeni jezici koji se govore?
850,U kom takmičenju je osvojio srebrnu medalju?
851,Koju vrstu dizajna su omogućavali graditeljima ovi tekstovi da koriste?
852,Šta su pobunjenici srušili tokom pobune?
853,Koji poznati bokser je bio kritikovan zbog dovođenja u pitanje nečijeg crnačkog identiteta?
854,Ko nosi odeću koja ga lako izdvaja od svih ostalih na terenu?
855,Do kada je carstvo imalo hrišćansku većinu?
856,Kada se pridružila Konvenciji Ujedinjenih nacija protiv korupcije?
857,Šta se dešava sa ovim mekim fekalnim peletom?
858,Šta je uobičajeno u razvijenim zemljama?
859,Koje godine je Beč osnovao svoje društvo?
860,Koje godine je ukinuta ustavna diskriminacija?
861,Gde je rangirana stambena potrošnja na nacionalnom nivou?
862,Koja tema je bila glavna na Biskupskoj konferenciji?
863,Kada je Evropa napustila standardni prenos?
864,Koje vrste brifinga je zabranjeno da daju članovi određenih antropoloških tela?
865,Koji drugi uslov postoji za konopac?
866,Koliko je pala međunarodna trgovina?
867,Koliko je velika grupa u društvu koja koristi sanskrit?
868,Koliki je bio prosek gledanosti u Sjedinjenim Državama tokom sezone 2014./2015.godine?
869,Koji su naziv neki univerziteti promenili iz marketinških razloga 1990. godine?
870,Koji pravni sistem je glumac koristio nakon podnošenja pismenih molbi putem DMCA?
871,Koji klubovi dobijaju najveći deo prihoda od emitovanja kada se prava prodaju pojedinačno?
872,Šta je glavna osobina ovog događaja?
873,Da li se ljudi Londona slažu sa ovom akcijom?
874,Ko je optužio arapsku vladu da praktikuje dela rasizma?
875,U vidu kakve pomoći od Evrope je ponuđena zaštita Jevrejima i hrišćanima?
876,Kako se drugačije ova tkiva smeštaju u telu?
877,"Koji period se naziva ""zlatno doba""?"
878,Koja je etnička pripadnost njegovog oca?
879,Koji delovi imunog sistema se mogu bezbedno ukloniti u ovim hitnim slučajevima?
880,Šta se desilo sa Kongresnom mapom 2015. godine?
881,Koliko utakmica svaka od njih emituje?
882,U kojoj godini je incident pomogao da se uvede dodatno vreme?
883,Gde bi oni bili zastupljeni ako se odobri status manjine?
884,Čije ime je dodato nazivu za svako mesto ili grad sa istorijskim značajem iz perioda Drugog svetskog rata?
885,Da li je ova licenca potrebna na stalnom nivou?
886,Šta se desilo sa kraljem nakon suđenja?
887,"Koji sistem je smatrao nemuslimane podanicima carstva, ali nevezane muslimanskim zakonom?"
888,Gde su bili oni?
889,Ko je obezbedio domaća prava na emitovanje 116 odnosno 38 utakmica?
890,Koji je maksimalno dozvoljen broj igrača?
891,Kada je Jinrong bio šef policije u ovoj oblasti?
892,"Na šta je više fokusirana, na estetiku ili na akrobatiku?"
893,Koja godina je korišćena za procene u izveštaju za 2015.?
894,Zašto se to dogodilo?
895,Kada će se ovo produženje završiti?
896,"Šta su oni radili koriseći Tviter tokom Arapskog prleća, kako je rekao jedan aktivista?"
897,Koji ljudi su se obogatili prodajom državnih kompanija?
898,Kako je Vrhovni sud Floride odlučio o izazovu?
899,Koja grupa se smatrala vrhom strogog klasnog društva?
900,Sa kim je Austrougarska ratovala oko teritorije?
901,Da li je to nekada imalo drugačije ime?
902,Koji pokret je izdanak ove promene u retorici?
903,Koje je drugo pitanje koje treba postaviti kako bi se definisale dve klase?
904,Koliki procenat svog stanovništva je Poljska izgubila u ratu?
905,U kojim oblastima su ostvarena dostignuća tokom revolucije?
906,Gde se obično nalazi sanskrit?
907,Koja zemlja je postala na bogatstvima teritorije koje je privuklo većinu Slovena da nastave na jug?
908,"Za koje druge kulture se kaže da su odvojene prostorom, šta to zapravo znači?"
909,Koliko godina je bila stara Fudbalska liga kada se desio raskid?
910,Gde su bile pravne škole carstva?
911,Kada je Evropska komisija saopštila da će istražiti povezivanje?
912,Šta se dešava ako sportski teren nije na nivou?
913,"U kom sistemu su bili instituti za tehnologiju tokom sedamdesetih, osamdesetih i ranih devedesetih?"
914,Kada je počela trgovina robljem?
915,"Koliko najduže anestetik može ukloniti bol, uprkos tome što njegovo dejstvo prođe kroz nekoliko sati?"
916,Kojom klasom su se smatrali Afrikanci i deca mešovitog rasnog porekla?
917,Koji grčki istoričar je to zapisao?
918,Šta mogu da urade pobednici kontinentalnog takmičenja ?
919,Ko je najniže rangiran koji igra u trećem kolu?
920,"Kada je posećenost smanjena u Prvoj diviziji Fudbalske lige, i šta je još umanjeno?"
921,Gde je Odbor za obrazovanje rangirao sanskrit kao izborni jezik?
922,Koji je jedan od načina na koji je carstvo opisano u vezi sa kulturom?
923,Šta je napredak tokom revolucije poboljšao za ljude?
924,Da li postoji naziv za određeno mesto?
925,Koji tip škole je formiran u carstvu 1734. godine?
926,Zašto je to bilo?
927,Koja grupa je vladala carstvom do 15. veka?
928,Koliko bodova dobija svaki klub za svaku pobedu?
929,Da li su učenici koji su aktivno slušali klasičnu muziku pre učenja imali više ili niže rezultate?
930,Sa čime su te civilizacije imale veze koje su prikazane njihovom arhitekturom?
931,"Na kom terenu je bilo mesto ""diplomatskog lova""?"
932,Koji sultan nije poverovao svojim admiralima tokom Rusko-turskog rata?
933,Koje godine je izašla studija u kriptološkom spektru?
934,Koliko je vredeo treći ugovor o televizijskim pravima koji je dodeljen Skaj-u?
935,Od čega su napravljene ove pritke?
936,Ko je postigao prvi gol u Premijer ligi?
937,Kako su računaju periodi od 1900. godine?
938,Da li je trofej ukrašen?
939,Koji je bio vodeći sportski klub 1905. godine?
940,Šta su se severni lideri složili o ropstvu?
941,Koliku smrtnost je Sovjetski Savez pretrpeo u ratu?
942,Kada je bio prvi penal?
943,Koliko procenata stanovništva sebe smatra  Amerikancima?
944,Ko je uspeo da oslobodi teritoriju uprkos sukobima?
945,Sa koliko predsedničkih administracija je izazvan sukom ovim optužbama?
946,Ko je najodgovorniji za taktiku timova?
947,Šta je jedan od glavnih uzroka burne istorije?
948,Do čega je pobuna dovela?
949,Koliko klubova je na kraju utvrđivalo prvobitna pravila igre?
950,Zašto se klinička imunologija širi na te oblasti?
951,"U ovoj teoriji, koja radnja izaziva emociju?"
952,Koji procenat otpada na nestale kopnene životinje?
953,Koliki procenat stanovništva je bio „crni Afrikanac”?
954,Koliko sezona je prvi ugovor o televizijskim pravima dodeljen Skaj-u?
955,Šta su sve zemlje obnovile 1990-ih godina?
956,Gde se nalazi Muzej za umetnost i istoriju?
957,Kada je nestala usmena tradicija?
958,"Šta su pokušavali da utvrde instrumenti korišćeni da bi se ukazalo na različite oblike korupcije, da li su inače strogo domaći ili kakvi?"
959,Na koliko je smanjen broj klubova u ligi u 1995. godini?
960,"Za šta su oni koristili Fejsbuk tokom Arapskog proleća, kako je rekao jedan aktivista?"
961,Koji zakon je određivao kojoj klasi pripada građanin?
962,U koliko zemalja su se nalazile institucije koje su predavale antropologiju?
963,Ko je igrao po sopstvenim pravilima do 1870-ih godina?
964,Šta je nastalo na osnovu ovih građanskih ideja?
965,Može li klub da se žali na zahtev?
966,Da li su cene na ovim prodajnim mestima obično više ili niže od uličnih cena?
967,Gde je korupcija još više rasprostranjena?
968,U kojim razredima osnovne škole je bosanski fakultativni predmet?
969,Kada je iz Prvog svetskog rata izašao pobednik?
970,Šta se mislilo u vezi finansijera i bogatih industrijalaca?
971,Šta je takođe postalo deo carstva kada je Osmansko carstvo osvojilo region?
972,Šta je bila poenta ovih ugovora?
973,Šta je raspored timskih igrača?
974,Koja rasa je brže rasla posle Prvog svetskog rata?
975,Šta može diskreditovati ovakva vrsta korupcije zajedno sa institucijama?
976,Odakle je većina njih?
977,Da li je mišljenje većine ili manjine da su dva različita standardna jezika postojala i da su se preklapila u nekom istorijskom trenutku?
978,Da li im je potreban stadion za takmičenje?
979,Koliko divizija je ostalo u Fudbalskoj ligi posle podele?
980,Šta je drugo carstvo?
981,Da li se utakmica emitovala u oba grada?
982,Koji je raspon dužine polja u metrima za nemeđunarodne utakmice?
983,Koji doktor iz Pakistana je bio na poziciji do 2000. godine?
984,Koliko dugo je bio u zatvoru u Lepoglavi?
985,Koji sudija je vodio tužbu?
986,Gde se mogu naći tragovi za pamćenje u vezi sa pozicijama akcenta?
987,Koji brend je bio dobavljač sportske opreme pre 1994. godine?
988,Predsednik je rekao da bi finansiranje Fonda za stanovništvo UN pomoglo koliko zemalja?
989,Koja sredstva za prikupljanje podataka više ne koriste obe kompanije?
990,Na čiju stranu je stala Internet arhiva?
991,Ko je bivši glavni naučni savetnik britanske vlade?
992,Gde su održana prva ženska olimpijska takmičenja?
993,Na početku kojeg veka su propovednici postali nepopularni?
994,Koliko je drugoligaša ušlo u finale?
995,Koja su bila neka od imena koja su data jeziku tokom perioda strane kontrole?
996,"U kom cilju će stručnjaci primeniti ono što su naučili, ako se misija postigne?"
997,Od kada su se javne škole sve više razvijale?
998,U kom vremenskom periodu su se desile najbrutalnije bitke?
999,Ko je poslao telegram vrhovno štabu kojim se zabranjuje streljanje ratnih zarobljenika?
1000,Koliko klubova se takmičilo u sezoni 2011./2012. godine?
1001,Kojom bojom je opisivao sebe?
1002,Koji stariji arhitektonski pokreti nisu u skladu sa novijim pokretima?
1003,Šta obećavaju ovi kandidati koje Florida podržava?
1004,O čemu svedoče najranija pominjanja koja datiraju iz prve polovine 6.veka?
1005,Koliko sredstava nije stiglo do namenjenih primalaca kojima je bila potrebna medicinsku pomoć?
1006,Iz koje zemlje su došla pravila igre?
1007,Protiv koga su se takmičili proučavanjem humanističkih nauka?
